uid,bike_number,start_time,end_time,rental_place,return_place,duration,lat_start,lon_start,lat_end,lon_end,distance
173800765,602033,2023-03-25 00:54:00,2023-03-25 01:08:06,Nyska / Jesionowa,Aleja Hallera / Mielecka,15,51.08729,17.05115,51.089315,17.001501,3.485911994191244
173800606,602553,2023-03-25 00:50:10,2023-03-25 01:09:25,Traugutta / Pułaskiego,Mickiewicza / pętla tramwajowa,20,51.104571,17.048102,51.11397,17.10395,4.0485465893297565
173801146,603163,2023-03-25 01:03:23,2023-03-25 01:09:34,Legnicka / Młodych Techników,Legnicka / Zachodnia,7,51.113141,17.012175,51.117155,17.000368,0.9396623235590239
173800156,603088,2023-03-25 00:39:28,2023-03-25 01:09:45,Szewska / Kazimierza Wielkiego,Kopycińskiego/Drabika,31,51.107471,17.033335,51.058262,17.052487,5.636588806670056
173799542,602066,2023-03-25 00:25:39,2023-03-25 01:09:46,Poza stacją,Kopycińskiego/Drabika,45,,,51.058262,17.052487,
173801381,602214,2023-03-25 01:08:37,2023-03-25 01:11:23,Przyjaźni,Wałbrzyska - pętla tramwajowa,3,51.06667,16.99435,51.065777,16.988575,0.4168262949549354
173801285,602566,2023-03-25 01:06:40,2023-03-25 01:13:49,Klecińska / Duńska,Nowodworska/Strzegomska,8,51.109433,16.969097,51.114538,16.966035,0.6070646401774988
173800288,602827,2023-03-25 00:42:34,2023-03-25 01:14:30,Komandorska / Kamienna,Tyrmanda / Trawowa,32,51.09009,17.0235,51.100211,16.951602,5.16106247178278
173801113,602796,2023-03-25 01:02:28,2023-03-25 01:14:32,Legnicka / Wejherowska,Pilczycka / Koszykarska,13,51.125276,16.984447,51.140713,16.958199,2.514950090153418
173801126,602678,2023-03-25 01:02:51,2023-03-25 01:14:34,Legnicka / Wejherowska,Pilczycka / Koszykarska,12,51.125276,16.984447,51.140713,16.958199,2.514950090153418
173801365,603210,2023-03-25 01:08:12,2023-03-25 01:14:49,Krucza / Mielecka / Stalowa,Zaporoska / Grabiszyńska,7,51.093426,17.002893,51.102117,17.013683,1.2272495199029623
